content,score
"Sinergitas yang buruk antara PRIME VIDEO dan MYTELKOMSEL, setiap pembelian paket Combo Sakti sudah termasuk Paket prime video, tapi setelah membuka aplikasi saya masih tetap disuruh untuk berlangganan Prime Video, sungguh aplikasi yg membingungkan 👎👎👎👎 rating aplikasi 1 / 100",1
Bener nyata harus bgtt sih di download,5
Aplikasi pling gak jlas padahal saya udah langganan tapi setiap masuk pkek nomer yg udah dipkek langganan gk bisa ggal mulu gak jelas ajing,1
"Biasa bundling paket pulsa sakti sebualan, sekarang harus bayar 59 ribu? Apakah sudah tidak bundling d3ngan paket sakti telkomsel?",2
"Ini gimana sih cara loginnya bingung cooo,SMA yg puzzle tu kek mna dri kmren ku nyobak gk bisa"" tolong dipermudah ya🥲 Kesel bngt plis😭😭🙏",1
JELEK BANGET GABISA SIGN UP. TULISANNYA TERJADI KESALAHAN INTERNAL MULU. JELEKKK,1
Ga keluar gambar subtitle doang ad,1
"Sumpah untuk login sangat susah ,, untuk login gimana ya, saya sebagai pelanggan Telkomsel setiap beli paket internet sakti disuruh ngaktifin lagi ke akunnya, susah banget dech login nya, benci aku 😌",2
"Mantap, sangat menghibur di waktu senggang, pilihan film2nya pun bagus2 👍",5
"Bugnya banyak banget. Dari black screen, nge glitch, nge freze, not responding, pokoknya banyak Appnya kayak berat banget, ngak kayak netflix",1
Lumayn,4
Pokoknya siiplah....,5
Mantap,5
Keren! 😘 Sering-sering Gratis yaaah! 😁,5
Min ini giman sih kok sudah di daftar masih belom bisa nonton ya masa iya daftar lagi padahal jelas loh itu paket prime video 30 hari ngikut di paket data telkomsel🧐,2
Sudah langganan lewat google play tidak bsia konfirmasi paket langganan nya,1
"Ga guna mati aja, dibawah naungan Amazon cacat amat, Livestream jelek, login akun susah, volume sekecil suara semut, lucu aja masih ada org yg bertahan pake ginian",1
👍🏻👌🏻🫰🏻,5
Tidak terlalu bagus 😃,1
susa untuk login gk bisa di gunakan padahal uda belik paket 1bulan,1
Sangat menghibur!,4
Aplikasi taaekkk jangan download nyesel yang ada ''NEVER DOWNLOAD THIS SHIIT'',1
"Padahal udah berhasil reedem kode di web, tapi pas di aplikasi gak bisa masuk",1
"Untuk pembuatan akun baru, kode OTP terlalu lama diterima",1
"Mau login aja susah, ribet.",1
ok deh,5
"Tolong banget ini mah kualitas video nya udah pilih yang terbaik masih aja burem, di sediain dong fitur pilih resolusi langsung nya, jangan sesuai sama jaringan dan penyimpanan",3
Puas,5
"Kalo Download Menggunaka Data Seluler,,Suka Ada Kesalah Ga Tau Kenapa Padahal Sinyal Full 4G Kartu Telkomsel",1
"Nyesel berlangganan, videonya putus putus tapi kalo iklan malah lancar, apk busuk",1
"Aplikasi busuk, gak bs masuk padahal sudah bunling paket",1
"Tidak bisa login menggunakan nomor telepon, ga jelas",1
"Udah instal giliran mau masuk gagal bae,hemz , Mau masuk aja susah bos lah",1
Login sangat sulit sering terjadi masalah,1
MAU LOGIN AJA SUSAH BGT OI,1
"Saya harap bisa lebih baik dari Netflix ,Dari kualitas filim yg lebih luas lagi dan aplikasi .",4
"Tidak bisa login, selalu minta ""login menggunakan akun yg aktif saat ini"" semntara buka melalui web bisa dengan email dan passw yg sama tapi di app tidak bisa!",1
"Susah untuk login, kirim pemberitahuan ke no ponsel gak masuk2.",1
"Film nya bagus², bisa d download lagi, jos.. pokok mya",5
Bagus dari kenyamanan utk menonton. Hanya saja film filmnya masih tertinggal cukup jauh dengan film yg tayang di bioskop saat ini,4
Aplikasi sampah GK guna,1
app apa login aja susah,1
"Dapat gratis dari Telkomsel, sayang nya belum bisa mirroring ke TV hahahha",4
Bagus... Ok.,5
Kenapa video nya ga keluar? Cuma layar hitam dan suara aja yang keluar,1
"Mau daftar pake nomor hp aja susah x, pesan error kesalahan internal, harap coba kembali. Sudah bolak balik di coba, masi aja gak bisa. Mana untuk pilihan kode negara tulisannya warna putih, jadi gak keliatan, mesti di cari satu satu",1
Ribettt,1
Tiap beli paket ga bisa login,1
Aplikasi sangat menjengkelkam bagusan pakak netflix masa minta kode otp lama masuknya giliran masuk waktunya sudah habsi tidak recomended.,1
Awesome pokoknya,5
Jelek kualitas pemutaran video. Jaringan wifi kenceng padahal. Apknya aneh,1
"Susah login akun klo langsung di aplikasinya Masak harus lewat aplikasi pembantu sich Berulang kali hapus & download aplikasinya, masih aja susah login 😡",1
Tolong di perbaiki kenapa asal mau nonton aplikasi terus berhenti Atau aplikasi tidak menanggapi Padahal buka aplikasi lain lancar lancar aja Giliran mau play film Aplikasi tidak menanggapi Come on developer,1
"Ribet banget aplikasi mau nonton aja harus bikin akun amazon dlu, gajelas mana gabisa kirim kode",1
Why is sending the verification code taking so long? STUPID,2
Kirim kode apaan kode aja gamasuk ke Nomor ngabisin kuota doang daftar lama2.,1
REGISTRASI BARU AJA SUSAH NYA MINTA AMPUN GABISA BISA,1
Baru memulai uji coba menggunakan aplikasi Prime Video. Serial dan Film yang tersedia kurang banyak dan perlu peningkatan di setiap bagian.,3
Padahal udah ada langganan sinyal oke gak bisa di putar,1
Daftar aja d persulit males dahlah,1
Asikkk dpt grtisan dr paketan telkomsel trus,5
"Gak tau knp, akunku terkunci. Pdhl jarang bgt dibuka. Pas mau login lg, gak bisa2. Customer service nya jg gak bisa dihubungi. Kzl. 😑",1
"Free trial gabisa di claim, mau ambil free trial 7 hari malah disuruh bayar 59rb kocak",1
Subtitle kadang tidak muncul!!!,1
"kualitas streaming kurang tajem, subtitle tidak pas, dahlah hapus aja bikin males nonton, cuma nyoba aja langgana 7 day -_-",1
Good application,5
Aplikasi ga bisa di buka,1
"Pengguna awal katanya nyoba gratis 7hari, tpi g bisa malah harus langganan, mahal lagi 66rb😅 Pa dahal mau nyoba dulu bagus apa ga",2
Kok agak ribet ya login nya,1
Jelek Login Hapus aja apk nya,1
"Pengalaman aplikasi buruk, lambat dan buffering lama",1
"Login aje susah bgt, fukclah",1
Tidak lengkap,1
"Login susah, berkali kali saya coba login buat akun... Akhirnya ga jadi instal, login nya susah, SMS ga masuk2 hdehhh gimana sih",1
"Kualitas gambar oke, update terus film luar dong",5
"Sangat menarik dan menghibur, perlu ditambahkan lagi koleksi film nya",5
Ok,5
bagus banget tolong tingkatkan kualitas full HD nya terima kasih,4
kenapa ya susah banget dan ribet banget claim paket nonton dari telkomselnya?,2
Good,5
DEMI TIARA GW DOWNLOAD NI APP,3
Mau langganan kok susahnya minta ampun. Kamvret ownernya,1
"Bagus, tapi filmnya yg baru ditambahin lagi.",5
Beli bisa login angel padahal wis daptar,1
Keren sih .. apalagi prime video tv langsung nyambung dan low signal juga gambar tetep HD beda dengan aplikasi yang lain. Tetap pertahankan terimakasih,5
Tidak bisa login dipersulit,1
Tidak rekomendasi,1
Lumayan,4
"Ribet, daftar berhasil, login no hp tidk terdaftar. Mbanking aja jauh lebih mudah loginnya daripada aplikasi Preet spt ini",1
"Jelek bgt aneh, bikin akun trs kalau login capek2",1
👍🙏❤️,5
"Padahal berlangganan dari provider telkomsel , tapi tetap tidak biaa di pakai , lebih enak disney+hotstar",1
User experience is completely cr*p,1
Keren bangettt,5
katanya 7hari pertama install gratis tp pas mau coba tonton muncul notif tagihan pembayaran juga jgn hoax dong minn!!,1
"Ini udh bayar langganan via spay tapi di aplikasi blm ada langganan, ,padahal udh bayar , jd hrs gimana",1
Saya beri satu dulu bintangnya,1
apk jiancok,1
Too much error,1
Apk tolo,1
Good,5
Film kurang lengkap,3
I like maaf bukan ngajarin kalau login pakai no. HP jangan lupa pakai +62,5
"Kok saya harus uji coba gratis 7 tiba2, padahal saya kan sudah ada paket dari telkomsel, ribet jadinya, harus register ulang lagi",1
Dapet gratisan terus... mantap,5
Saya naikin bintang kalo semua acara kaya Disney ada bahasa Indonesia semua. Admin sosial media juga kurang ramah untuk menjawab kritikan dengan diam saja nggak kaya Disney Hotstar,1
Bolak balik buat user baru alangkah susahnya..,2
"Bagus, gambar jelas dan bersih",5
Ok,5
"Unistall aja . Aku install karena dapet gratis nonton dari Telkomsel. Ternyata buruk , daftar trus login gag bisa . Berkali-kali di coba login dan daftar lagi sama aja gag bisa . Payah",1
"Sudah paketan tapi kok gak bisa dipake,",1
Mau masu aja susah,1
Good,5
Mau download aja susah sekali (sering ga bisanya) grrrr udah berapa provider juga sama aja. Kalau belum siap bikin layanan streaming ga usah bikin deh sayang uang saya. update 6apr23 MASIH SUSAH DOWNLOAD duh jelek bgt appsnya sayang bgt padahal filmnya bagus,1
Love it,5
Login ribet,1
GOOD,5
"Semua drama dan film update,tapi semua yang di tonton subtile bahasa melayu. Sudah di ganti bahasa indonesia saat sedang tayang tidak bisa. Tolong di bantu yah. Thx (Smp sekarang blm bisa sub indonesia😭😭😭😭)",5
Susah buat daftar juga,1
"Padahal langganan otomatis dari telkom, kalau log in pake no hp gak bisa masuk mulu",1
Ok,4
Payah .. . . mana di pencarian nya ngetik apa yg keluar apa nyari judul film apa yang keluar film apa payah. .,1
prime video mantap film nya,5
"Mohon bantuannya dong min, ini saya mau nntn ga ada gambar layarnya hitam cuman suara aja kek berasa dengerin radio, terimakasih",4
"Pemeriksaan keamaannya terlalu ribet, berulang kali gagal terus. Jadi bkn males utk nonton disini, tolong diperbaiki lah masalah yg ini",1
"Min, tolong perbaiki pengaturan audionya. Masa di film ""ninjago"" sama ""sing"" Pengaturan audio Indonesia malah kebalik? Harusnya di fitur ""Bahasa Indonesia"" malah di ""Bahasa Melayu""",3
Menarik film2 nya dan gak ada iklanny,5
"Jelek, gak responsif",1
Oke,4
Tidak bisa login,1
Saya langganan prime saldo kepotong tapi kenapa tertulis belum langganan. Kalau belum bisa langganan gimana cara mengembalikan dana saya,1
"Bagus , niceee",5
Sayang filmnya kebanyakan yg lama,5
Burik,1
"Dapat paket gratis dari isi ulang telkomsel. Tp ga bisa dipakai. Daftarnya ribet, lewat amazone. Pas sdh daftar disuruh beli paket 59 k/bln. Langsung uninstall. Film nya jadul. Nothing spesial",1
Ngga bisa daftar akun ngentod,1
top deh,5
Mantap bangat ini aplikasihhh,5
Aplikasi ga jelas,1
"Aplikasi jelek , kata nya gratis 7 hari percobaan gak tau nya bohong bangkeee",1
Bagus apk nya gak perna lah waktu nonton,5
Top ...banget ...!,5
Mau daftar aja susah,1
Jangan dowload ni aplikasi karena mau buat akun aja susah Nha minta ampun kek aplikasi bener aja padahal apk gak guna,1
"The video staggers(?) Kind of like holding the ""space"" button on the keyboard",2
"Aplikasi free berlangganan dari membeli paket tertentu Telkomsel. Isinya cerita serial dan India yg jadi andalan. Dulu aplikasi langganan telkomsel Distney Hotstar. Mungkin krn lebih bagus dan mahal, telkomsel beralik ke Prime Video. 🤣🤣",2
"Sudah dapat langganan prime video ketika beli paket di mytelkomsel, tapi di aplikasi ketika mau nonton malah tidak bisa dan harus langganan dulu atau uji coba langganan gratis 7 hari.",1
Ga jelas pas daftar pake nomer hp ga ada keterangan kode negara nya 😡,1
Kenapa gk bisa nyambung ke telkomsel Padahal tiap bulan udah paketan di my telkomsel tapi tetep gk bsa liat filmnya,5
Bagus 💯,5
Susah login nya,1
"Aplikasi jelek bgt udh berlangganan ga bisa nonton, udh login ttp ga bisa anehhh.",2
"Dua hari ini entah kenapa tiap muter film, cuma kedengeran audionya saja. Layarnya gelap, betul² blank hanya warna hitam. Tp kalau muter trailer, bisa. Muncul gambarnya.",1
oke..,5
"Saya sudah berlangganan, sudah bayar 59k. Tpi kenapa saya tidak bisa mendownload film yg mau saya tonton? Tolong dibantu solusinya...",2
baguuus bisa nonton drakor2,5
Good apps.,5
Nice,4
The best,5
Bagus,5
Seru film2nya,5
"Dapet gratis langganan dari Telkomsel tapi gak bisa masuk pakai nomor telepon, bisanya pake email, harus berlangganan lagi, gak guna penipu kerja sama sama Telkomsel",1
serial jadul Dawson's Creek tayangin semua season dong.. masa cuma sampe season 2.. lg nostalgia malah ga kelar nonton'y..,3
"Jelekk parahhhhh playernya jelek bangettt video nya ngebug blank hitsm teross, wifi kenceng buka aplikasi lain lancar tp pas buat nntn prime lngsng loading teros, trus bug subtitle nya gak mau muncul udah relog, nntn ulang dari awal tetep gak muncul subtitle nya, masa kaya gini kualitas aplikasi dari perusahaan Amazon? jelek amat developer nya",1
mantap,5
Aplikasih gak jelas.. Sangat mengecewakan... Tolong yh aplikasih yg gk bgus dan yg gak layak buat ada di aplikasi playstore jangan suka di adakan... Hanya memalukan dn menjatuhkan nama aja.,1
Good,5
Sudah berlangganan tetap masih aja ga bisa di tonton film nya ...,1
"Mau log in aja susah, ribet banget....",1
"Bagus klu bisa produksi Marvel di up load jg yaa prime,by the way All is owesome,the best lah mantap👍",5
"Katany dpt free dr telkomsel, pas didowload suruh bayar 59.000. Gk jelas x aplikasinya",1
"Udah langganan pakai Google play, tapi gak bisa terkonfirmasi",1
Langganan di seluler dan email tidak sinkron,2
Sya kasih bintang 1 karena saya sdh berlangganan tp film tdk bisa ditonton dan tidak ada solusinya,1
Videonya kurang banyak...,4
"Gabisa login, padahal udah dapet gratisan premium dari telkomsel tapi gabisa login. Gajelas",1
Aplikasi gak jelass,1
Pls sistemny benerin,2
"Akhir-akhir ini susah banget kalau mau download, padahal sinyal udah bagus",3
Dapat gratis paket karena beli paket telkomsel tp kok ngk bsa digunakan.. gmn sih ini.. Ngak jelas cara aktivasi nya,1
"Udah bayar lewat gopay tapi gk bisa di tonton, ribet banget",1
Ga bisa login/daftar..,1
Berani beda,5
Mantaf perbanyak lagi filmnya,5
"Udah Susah login gagal terus, udah langganan malah eror terus buruk pokonya",1
Good job min,5
Keren,5
Ribet,1
Buruk,1
"Aplikasi apa ini, mau masuk aja susah. Email pasword sudah sesuai tapi gagal terus",2
"Udah login 10x tetap saja kata sandi salah,padahal sudah benar,tolong diperbaiki",1
"Not rekomen, lupa pass susah gantinya..",1
Sangat bagus,5
Bagus,5
Tambahkan film dan anime baru dong,5
"Disini premiumnya cyma bisa di hp ga bisa ke smart tv, udh gitu acara lawas semua",1
Gk jelas,1
"Sudah bayar ga bisa nonton. Saya kira HBO sudah ribet, ternyata ini lebih ribet. Udah ikut trial, bayar - kaga bisa nonton. Di batalkan uang ga kembali. Gimana sih",1
"Sudah regis amazon tapi no telpon di prime gak kedaftar , busuk",1
"Buat akun nya aja susah ,",3
Ngga bisa setting resolusi video,1
"Aplikasi pepek jangan di download.... Gak ke pakek... Udah langganan prime vidio di tsel, masih disuruh langganan lagi buat nonton... 😡",1
Udah bayar tapi tetep ga bisa di pake apk nya,1
Gajelasssssssssssss,1
Yang lama dan yg baru ditingkatkan lagi.. Baik 👍,5
"Duit udah terdebit, mau nonton aja sulit. S*cks",1
Ga jelas,1
Saya sudah daftar dan melakukan pembayaran tapi tetap vidio gak bisa diputar parah,1
"Kok, Anime Jigokuraku/ Hell's Paradise Nggk Tayang Di Prime Indo yahh..??? Padahal Di Prime Luar Ada Loh.?",3
Google Play sudah habis saldo nya utk berlangganan tapi di akun nya di blg blm berlangganan kocak bet nih aplikasi,1
APlikasi anjiing uda registrasi kena potong di dompet dana bukak filmya gak bisa.... Nyesal aku download ya,1
Kaga bisa di buks,1
Ok,5
Bagus,5
"Aplikasi payah, padahal sudah punya akun, tapi mau login aja susah, udah bikin opsi lupa sandi kek dipersulit",1
"Donlot ini cuma karna ada bonusan langganan dari combo sakti, tapi gak pernah berguna, katanya sdh aktif, begitu di buka, gak pernah bisa nonton. Gak jelas banget ini aplikasi, pantesan rating nya jelek, mending combo sakti kerja sama dgn disney+ aja kaya dlu, gak ribet langsung aktif",1
Apk jelek,1
"aku gabisa login terus, padahal udah langganan dari tsel",1
Gara2 Film Induk Gajah jadi ku download dan langsung berbayar aplikasi ini. Film nya Bagus.,5
"Dah bayar buat berlangganan, tapi sampai sekarang ga bisa di pakai buat nonto... rugi berat",1
Perna bekerja di PT sepi Asa pisu,5
agak ribet sih buat login,4
good,5
"Login kayak mau narik duit chas triliunan, jing",1
Bagus film nya banyak pilihannya.,5
"Udh bayar per bulan Rp 65rb, ga dpt yg gratis 7 hr pertama. Film nya sedikit bngt. Baik film barat ataupun film Indonesia. Mana film nya film jadul semua. Bnyk jg film barat yg tdk ada teks ke bahasa Indonesia",3
udah daftar akun.. pas mau login. akun tidak dikenali.. maksudnya apaan ?,1
Ga jelas. Awal bisa masuk tapi tidak bisa di buka videonya. Sy konfirmasi ke pihak Telkomsel sudah aktif. Hadeehhhhhhh sekarang malah ga bisa login,3
"Film masih sedikit dan terbatas, kuharap bisa ditambahkan lagi. Penerjemahan bahasa kaku, kuharap pihak penerjemah bisa berkerjasama untuk kesenangan penonton",3
Baik,5
Tidak bisa login menggunakan nomor telkomsel,1
Banyak film² bagus dan menginspirasi. Tambahin film² Indonesia nya ya...,5
"Lol,error",1
Senang dan bahagia,5
"Pgn coba nntn, blm pernah download. Trs ada uji coba nntn gratis selama 7 hari, tp pas di klik ga bsa ttp suruh bayar..",2
Download ini demi induk gajah .wkwkwk,4
Minimal kualitas videonya di perbaikin apaan gw nonton burik kek bokep jepang,1
"Sering bgt video nya patah2, padahal koneksi internet lancar, nonton di platform lain aj lancar, knp di sini sering patah-patah, tolong tingkat kan lg kualitas pemitarannya",1
Kenapa untuk menonton film yang tadinya sudah berlangganan di Telkomsel tidak bisa dipakai di Prime Vidoe smart tv ?,1
Bagus,5
Aplikasi penjajah,1
Tontonanya menarik2 dan gambarnya bagus 🥹😭😭,5
Versi lama lebih ringan dan video normal meski jaringan gak normal,5
Login aja ribet,1
Baru awal mau dftar aja udah gak bisa🤦🏼‍♀️🤦🏼‍♀️tolong dong di perbaiki lagi,1
Video streaming quality is not good,1
"Padahal sudah berlangganan tp ga bisa dipake nonton. Saya coba keluar akun, saya login kembali keterangannya kesalahan pada nomor. Padahal nomor yg di daftarkan sama. Dipersuliitttt.",2
Udah bayar tapi gabisa buat nonton,1
Ko masuknya lama banget tlg perbaiki,3
Hiburan,5
Nyesal donwlod nya. Rugi,1
Very nice,5
lumayan ada 7hr gratis,5
Tidak bisa login,1
